mrts,clause,table_id,parameter,min,max,units,value_text,page,notes,source
MRTS11,,,,,,,"13 QGOV (13 74 68)
www.tmr.gld.gov.au | www.qld.gov.au",43,OCR on image-heavy / low-text page (limited run),OCR – verify against MRTS
