mrts,clause,table_id,parameter,min,max,units,value_text,page,notes,source
MRTS07B,,,,,,,"13 QGOV (13 74 68)
www.tmr.qld.gov.au | www.qld.gov.au",44,OCR on image-heavy / low-text page (limited run),OCR – verify against MRTS
